Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
477,Nahshon Wright,DAL,24,CB,7,2,1,28,17,60.7%,242,14.2,8.6,0,73.8,12.9,165,77,0,0,0,0.0,0,23,1,4.2%,WrigNa00
478,Josh Blackwell,CHI,23,DB,16,1,0,13,7,53.8%,87,12.4,6.7,1,100.5,7.8,42,45,1,0,0,0.0,0,23,0,0.0%,BlacJo00
479,Marquise Copeland,LAR,25,DT,15,9,0,0,0,,0,,,0,,,0,0,1,1,1,1.0,3,31,0,0.0%,CopeMa01
480,Marcus Davenport,NOR,26,DE,15,9,0,1,1,100.0%,-3,-3.0,-3.0,0,79.2,-8.0,-8,5,0,6,7,0.5,14,29,1,3.3%,DaveMa00
481,John Franklin-Myers,NYJ,26,DT,17,17,0,5,5,100.0%,-5,-1.0,-1.0,0,79.2,-3.6,-18,13,0,3,11,5.0,21,38,1,2.6%,FranJo02
482,Greg Gaines,LAR,26,DT,16,12,0,0,0,,0,,,0,,,0,0,0,3,2,4.0,9,36,0,0.0%,GainGr00
483,Neville Gallimore,DAL,25,DT,16,1,0,0,0,,0,,,0,,,0,0,0,1,0,1.0,2,33,1,2.9%,GallNe00
484,Jack Gibbens,TEN,24,LB,5,2,1,12,9,75.0%,76,8.4,6.3,0,56.2,4.0,16,60,6,0,0,0.0,0,28,1,3.4%,GibbJa00
485,Ronnie Harrison,CLE,25,S,16,5,0,17,11,64.7%,85,7.7,5.0,0,76.8,4.6,36,49,7,0,0,0.5,1,24,1,4.0%,HarrRo02
486,Tony Jefferson,NYG,30,S,9,1,0,15,13,86.7%,87,6.7,5.8,0,90.8,3.6,40,47,14,0,0,0.0,0,23,0,0.0%,JeffTo00
487,Austin Johnson,LAC,28,DL,8,8,0,1,1,100.0%,9,9.0,9.0,1,143.7,7.0,7,2,0,2,2,1.0,5,22,3,12.0%,JohnAu01
488,Jaquan Johnson,BUF,27,S,16,3,1,12,9,75.0%,112,12.4,9.3,1,96.5,12.6,81,31,3,0,0,0.0,0,32,2,5.9%,JohnJa11
489,Patrick Jones II,MIN,24,OLB,16,0,0,3,2,66.7%,24,12.0,8.0,0,91.0,2.0,1,23,17,3,1,4.0,8,27,0,0.0%,JonePa00
490,Arden Key,JAX,26,OLB,17,3,0,3,2,66.7%,15,7.5,5.0,0,78.5,9.0,0,15,9,5,10,4.5,20,27,1,3.6%,KeyxAr00
491,Bilal Nichols,LVR,26,DT,17,17,0,0,0,,0,,,0,,,0,0,0,3,9,1.5,14,44,1,2.2%,NichBi00
492,George Odum,SFO,29,DB,17,0,1,3,2,66.7%,8,4.0,2.7,1,70.1,10.7,8,0,0,0,0,0.0,0,22,0,0.0%,OdumGe00
493,Mike Pennel,CHI,31,DL,17,2,0,2,2,100.0%,-7,-3.5,-3.5,0,79.2,-6.5,-13,6,0,2,2,0.0,4,26,1,3.7%,PennMi00
494,Nathan Shepherd,NYJ,29,DT,17,3,0,1,1,100.0%,12,12.0,12.0,0,116.7,0.0,0,12,0,1,4,1.5,7,33,3,8.3%,ShepNa00
495,Tremon Smith,HOU,26,DB,17,2,2,16,9,56.3%,93,10.3,5.8,1,54.4,7.4,62,31,0,0,0,0.0,0,22,1,4.3%,SmitTr04
496,Tre'Davious White,BUF,27,CB,6,6,1,33,18,54.5%,244,13.6,7.4,1,75.8,13.5,200,44,1,1,0,0.0,1,20,1,4.8%,WhitTr01
497,Russ Yeast,LAR,23,S,15,1,0,7,6,85.7%,76,12.7,10.9,0,111.9,8.9,42,34,0,0,0,0.0,0,20,1,4.8%,YeasRu00
498,Abdullah Anderson,ATL,26,DL,16,8,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,1,40,0,0.0%,AndeAb00
499,Oren Burks,SFO,27,LB,17,3,0,13,10,76.9%,89,8.9,6.8,1,120.4,3.7,34,55,6,0,0,0.5,1,38,1,2.6%,BurkOr00
500,Zach Cunningham,TEN,28,LB,6,6,0,19,12,63.2%,109,9.1,5.7,1,96.2,3.6,28,81,7,0,0,0.0,0,24,1,4.0%,CunnZa00
501,Cobie Durant,LAR,24,DB,13,1,3,22,13,59.1%,136,10.5,6.2,1,52.7,5.2,56,80,5,0,0,1.0,1,22,2,8.3%,DuraDe01
502,Cordale Flott,NYG,21,DB,11,6,0,27,17,63.0%,191,11.2,7.1,1,96.4,8.4,114,77,0,1,0,0.0,1,26,1,3.7%,FlotCo00
503,Tomon Fox,NYG,24,OLB,16,1,0,3,2,66.7%,10,5.0,3.3,0,71.5,1.3,-4,14,17,4,0,1.0,5,24,1,4.0%,FoxxTo00
504,Sam Franklin,CAR,26,S,17,1,0,3,2,66.7%,-1,-0.5,-0.3,0,70.1,3.7,-2,1,2,1,0,0.0,1,20,0,0.0%,FranSa00
505,Ta'Quon Graham,ATL,24,DL,11,9,0,0,0,,0,,,0,,,0,0,0,1,5,0.0,6,34,2,5.6%,GrahTa00
506,Jake Hansen,HOU,24,LB,11,2,0,7,7,100.0%,79,11.3,11.3,1,153.3,4.9,34,45,9,0,2,1.0,3,25,1,3.8%,HansJa01
507,Elijah Hicks,CHI,23,DB,15,2,0,7,6,85.7%,176,29.3,25.1,2,158.3,21.6,117,59,1,0,0,0.0,0,28,1,3.4%,HickEl00
508,Melvin Ingram,MIA,33,LB,17,3,0,8,7,87.5%,52,7.4,6.5,0,93.7,2.9,16,36,41,9,2,6.0,18,22,4,15.4%,IngrMe00
509,William Jackson III,WAS,30,CB,4,4,0,24,17,70.8%,190,11.2,7.9,2,121.9,11.0,161,29,2,0,0,0.0,0,16,1,5.9%,JackWi02
510,Anfernee Jennings,NWE,25,LB,16,3,0,2,2,100.0%,18,9.0,9.0,0,104.2,1.5,3,15,9,6,3,1.5,11,27,3,10.0%,JennAn00
511,Tanoh Kpassagnon,NOR,28,DE,15,5,0,1,1,100.0%,8,8.0,8.0,0,100.0,-6.0,-6,14,0,2,3,2.0,8,28,1,3.4%,KpasTa00
512,Cameron Lewis,BUF,25,CB,13,1,0,3,2,66.7%,46,23.0,15.3,0,109.7,20.3,46,0,0,0,0,0.0,0,21,1,4.5%,LewiCa00
513,Bryan Mone,SEA,27,DT,13,3,0,0,0,,0,,,0,,,0,0,0,4,0,0.0,4,25,0,0.0%,MoneBr00
514,Al-Quadin Muhammad,CHI,27,DL,16,9,0,5,5,100.0%,22,4.4,4.4,2,124.6,-3.0,-15,37,6,7,2,1.0,10,29,2,6.5%,MuhaAl00
515,Carl Nassib,TAM,29,OLB,13,1,0,1,1,100.0%,3,3.0,3.0,0,79.2,-6.0,-6,9,6,1,2,3.5,7,23,2,8.0%,NassCa00
516,Tedarrell Slaton,GNB,25,DL,17,2,0,0,0,,0,,,0,,,0,0,1,1,0,0.0,1,31,1,3.1%,SlatTe00
517,Daniel Sorensen,NOR,32,S,17,2,2,6,4,66.7%,52,13.0,8.7,0,54.2,13.3,20,32,0,0,0,0.0,0,25,0,0.0%,SoreDa01
518,Vita Vea,TAM,27,DL,14,14,0,2,2,100.0%,23,11.5,11.5,0,114.6,2.5,5,18,0,3,6,6.5,16,31,1,3.1%,VeaxVi00
519,Jace Whittaker,ARI,27,CB,6,4,0,27,22,81.5%,231,10.5,8.6,0,102.3,6.0,99,132,4,1,0,0.0,1,24,2,7.7%,WhitJa05
520,Damarion Williams,BAL,24,CB,14,0,0,32,20,62.5%,243,12.2,7.6,2,106.6,8.1,136,107,5,0,0,0.0,0,24,3,11.1%,WillDa15
521,Rodarius Williams,NYG,26,CB,3,1,1,16,11,68.8%,151,13.7,9.4,0,72.7,8.8,62,89,0,0,0,0.0,0,15,2,11.8%,WillRo07
522,Sam Williams,DAL,23,DE,15,0,0,2,1,50.0%,6,6.0,3.0,0,56.2,-2.0,-2,8,5,2,5,4.0,11,22,3,12.0%,WillSa00
523,Mack Wilson,NWE,24,OLB,17,3,0,14,7,50.0%,70,10.0,5.0,1,88.4,3.0,7,63,15,3,0,1.5,6,36,8,18.2%,WilsMa03
524,Oshane Ximines,NYG,26,OLB,15,4,0,12,7,58.3%,67,9.6,5.6,0,74.0,-0.2,-4,71,27,1,6,2.0,9,24,2,7.7%,XimiOs00
525,Baron Browning,DEN,23,OLB,14,8,1,9,5,55.6%,21,4.2,2.3,0,21.3,2.0,-9,30,37,6,6,5.0,18,24,1,4.0%,BrowBa01
526,Jadeveon Clowney,CLE,29,DE,12,10,0,2,1,50.0%,21,21.0,10.5,0,87.5,-2.5,-5,26,1,7,2,2.0,12,28,0,0.0%,ClowJa00
527,Michael Dogbe,ARI,26,DE,13,4,0,0,0,,0,,,0,,,0,0,2,0,0,0.0,0,28,2,6.7%,DogbMi00
528,Bud Dupree,TEN,29,OLB,11,11,0,6,6,100.0%,65,10.8,10.8,0,111.8,1.0,6,59,9,7,6,4.0,17,18,0,0.0%,DuprAl00
529,A.J. Green,CLE,24,CB,17,1,1,13,10,76.9%,109,10.9,8.4,1,94.7,5.3,69,40,4,0,1,0.0,1,18,3,14.3%,GreeAJ00
530,Casey Hayward,ATL,33,CB,6,6,1,31,19,61.3%,225,11.8,7.3,1,80.7,10.6,174,51,0,0,0,0.0,0,17,1,5.6%,HaywCa00
531,Justin Houston,BAL,33,OLB,14,1,1,4,4,100.0%,31,7.8,7.8,0,59.4,-1.0,-4,35,10,8,6,9.5,25,21,2,8.7%,HousJu00
532,Juju Hughes,DET,24,S,7,1,0,6,3,50.0%,12,4.0,2.0,1,95.8,12.2,9,3,6,0,0,1.0,1,18,1,5.3%,HughJu00
533,Travis Jones,BAL,23,DT,15,3,0,1,1,100.0%,0,0.0,0.0,0,79.2,-4.0,-4,4,0,0,1,1.0,2,24,0,0.0%,JoneTr00
534,Jordan Kunaszyk,CLE,26,LB,15,2,0,7,4,57.1%,33,8.3,4.7,0,69.3,3.4,17,16,4,0,0,0.0,0,22,2,8.3%,KunaJo00
535,Blake Martinez,LVR,28,LB,4,2,0,6,6,100.0%,43,7.2,7.2,0,96.5,3.7,22,21,1,0,0,0.0,0,20,0,0.0%,MartBl01
536,David Mayo,WAS,29,LB,13,3,0,8,6,75.0%,82,13.7,10.3,2,146.9,2.6,12,70,4,1,0,1.0,2,35,1,2.8%,MayoDa00
537,Nik Needham,MIA,26,CB,6,5,0,19,10,52.6%,150,15.0,7.9,1,96.4,15.5,123,27,0,1,0,0.0,1,21,1,4.5%,NeedNi00
538,Efe Obada,WAS,30,DE,17,1,0,1,1,100.0%,9,9.0,9.0,0,104.2,-8.0,-8,17,0,2,4,4.0,10,24,3,11.1%,ObadEf00
539,Isaiah Pola-Mao,LVR,23,S,11,0,0,8,6,75.0%,34,5.7,4.3,0,82.3,1.5,6,28,5,0,1,1.0,2,20,1,4.8%,PolaIs00
540,Hassan Ridgeway,SFO,28,DT,12,7,0,0,0,,0,,,0,,,0,0,0,0,2,1.0,3,28,1,3.4%,RidgHa00
541,Malcolm Roach,NOR,24,DT,13,3,0,1,0,0.0%,0,,0.0,0,39.6,-5.0,0,0,0,0,1,1.0,2,26,4,13.3%,RoacMa01
542,Dawuane Smoot,JAX,27,DL,15,0,0,2,0,0.0%,0,,0.0,0,39.6,13.5,0,0,4,7,6,5.0,19,21,2,8.7%,SmooDa00
543,Caden Sterns,DEN,23,S,5,3,2,17,5,29.4%,84,16.8,4.9,0,8.1,16.2,47,37,1,1,0,0.0,1,21,2,8.7%,SterCa00
544,Kevin Strong,TEN,26,DE,16,1,0,0,0,,0,,,0,,,0,0,0,4,0,0.0,4,23,1,4.2%,StroKe00
545,Chase Winovich,CLE,27,DE,8,2,0,3,3,100.0%,33,11.0,11.0,0,112.5,1.7,5,28,1,3,2,1.0,6,20,0,0.0%,WinoCh00
546,Raekwon Davis,MIA,25,DT,16,15,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,0,2,1,1.0,4,33,1,2.9%,DaviRa03
547,A.J. Epenesa,BUF,24,DE,15,2,0,2,2,100.0%,24,12.0,12.0,0,116.7,3.0,6,18,1,3,4,6.5,14,16,3,15.8%,EpenAJ00
548,Folorunso Fatukasi,JAX,27,DL,14,13,0,0,0,,0,,,0,,,0,0,0,2,1,1.5,5,24,0,0.0%,FatuFo00
549,Demetrius Flannigan-Fowles,SFO,26,LB,17,0,0,6,6,100.0%,87,14.5,14.5,0,118.7,9.7,58,29,3,0,0,1.0,1,22,1,4.3%,FlanDe00
550,Leki Fotu,ARI,24,DT,17,9,0,0,0,,0,,,0,,,0,0,3,1,2,0.0,3,31,3,8.8%,FotuLe00
551,Chauncey Golston,DAL,24,DE,15,0,0,0,0,,0,,,0,,,0,0,0,2,1,1.0,4,22,1,4.3%,GolsCh00
552,Jonathan Harris,DEN,26,DL,8,4,0,1,1,100.0%,3,3.0,3.0,0,79.2,1.0,1,2,0,0,1,0.0,1,20,1,4.8%,HarrJo05
553,Akiem Hicks,TAM,33,DL,11,11,0,0,0,,0,,,0,,,0,0,1,0,3,1.0,4,22,1,4.3%,HickAk00
554,Timmy Horne,ATL,25,DL,17,5,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,27,0,0.0%,HornTi00
555,Joseph Jones,TEN,28,LB,15,0,0,1,1,100.0%,0,0.0,0.0,0,79.2,0.0,0,0,0,0,0,0.0,0,18,0,0.0%,JoneJo05
556,Trayvon Mullen,2TM,25,,9,0,0,19,15,78.9%,202,13.5,10.6,2,146.1,10.2,127,75,1,0,1,0.0,1,16,3,15.8%,MullTr00
557,Siran Neal,BUF,28,CB,16,0,0,12,5,41.7%,25,5.0,2.1,0,49.3,5.9,14,11,1,0,1,0.0,1,19,2,9.5%,NealSi00
558,Otito Ogbonnia,LAC,21,DL,7,1,0,0,0,,0,,,0,,,0,0,0,2,0,0.0,2,14,2,12.5%,OgboOt00
559,Kentavius Street,NOR,26,DT,17,0,0,1,1,100.0%,-3,-3.0,-3.0,0,79.2,-5.0,-5,2,0,2,2,3.5,9,29,0,0.0%,StreKe00
560,Ja'Sir Taylor,LAC,23,DB,17,3,0,11,7,63.6%,113,16.1,10.3,0,97.9,13.9,88,25,2,0,0,0.0,0,22,3,12.0%,TaylJa04
561,Solomon Thomas,NYJ,27,DE,17,0,0,2,2,100.0%,-1,-0.5,-0.5,0,79.2,-4.5,-9,8,0,4,4,0.5,9,26,1,3.7%,ThomSo00
562,Jerry Tillery,2TM,26,,15,4,0,0,0,,0,,,0,,,0,0,0,2,3,1.0,6,18,3,14.3%,TillJe00
563,Casey Toohill,WAS,26,DE,16,0,0,1,1,100.0%,7,7.0,7.0,0,95.8,-4.0,-4,11,4,3,5,1.0,9,25,1,3.8%,ToohCa00
564,Carlos Watkins,DAL,29,DE,12,4,0,1,1,100.0%,4,4.0,4.0,0,83.3,-3.0,-3,7,0,0,0,0.0,0,26,2,7.1%,WatkCa00
565,Samuel Womack,SFO,23,CB,16,1,1,15,11,73.3%,114,10.4,7.6,1,89.3,9.3,106,8,2,0,0,0.0,0,19,0,0.0%,WomaSa00
566,Chris Wormley,PIT,29,DT,13,1,0,2,1,50.0%,29,29.0,14.5,1,135.4,-1.5,-3,32,0,1,0,0.5,2,29,2,6.5%,WormCh00
567,Alex Wright,CLE,22,DE,17,5,0,2,1,50.0%,13,13.0,6.5,0,70.8,0.0,0,13,0,0,0,0.0,0,28,3,9.7%,WrigAl01
568,Montravius Adams,PIT,27,DT,17,9,0,2,2,100.0%,21,10.5,10.5,0,110.4,8.5,17,4,3,1,0,0.0,1,26,1,3.7%,AdamMo00
569,Anthony Averett,LVR,28,CB,7,6,0,18,12,66.7%,173,14.4,9.6,2,134.7,10.2,138,35,0,0,0,0.0,0,13,2,13.3%,AverAn00
570,Christian Barmore,NWE,23,DL,10,3,0,1,1,100.0%,11,11.0,11.0,0,112.5,4.0,4,7,0,1,5,2.5,9,23,1,4.2%,BarmCh00
571,D'Anthony Bell,CLE,26,S,16,2,0,2,2,100.0%,27,13.5,13.5,0,118.7,11.0,22,5,1,0,0,0.0,0,14,1,6.7%,BellDA03
572,Andrew Booth,MIN,22,CB,6,1,0,13,11,84.6%,129,11.7,9.9,0,108.0,8.6,87,42,0,0,0,0.0,0,12,2,14.3%,BootAn00
573,Juston Burris,CAR,29,S,5,3,0,10,4,40.0%,45,11.3,4.5,1,87.5,14.8,41,4,2,0,0,0.0,0,20,3,13.0%,BurrJu00
574,Ronald Darby,DEN,28,CB,5,5,0,18,7,38.9%,73,10.4,4.1,1,69.9,10.2,54,19,1,0,0,0.0,0,14,2,12.5%,DarbRo00
575,Victor Dimukeje,ARI,23,OLB,14,2,0,3,3,100.0%,23,7.7,7.7,0,98.6,3.3,10,13,11,3,1,0.0,4,17,1,5.6%,DimuVi00
576,Tyler Hall,LVR,24,CB,7,3,0,16,9,56.3%,90,10.0,5.6,0,72.4,5.6,23,67,1,0,0,1.0,1,20,0,0.0%,HallTy01
577,J.C. Jackson,LAC,27,CB,5,5,0,24,16,66.7%,334,20.9,13.9,4,149.3,14.8,266,68,0,0,0,0.0,0,15,1,6.3%,JackJ.00
578,Christian Matthew,ARI,26,CB,14,3,0,21,14,66.7%,158,11.3,7.5,0,89.0,8.4,83,75,0,0,0,0.0,0,19,4,17.4%,MattCh01
579,Zech McPhearson,PHI,24,CB,17,0,0,6,3,50.0%,40,13.3,6.7,0,71.5,8.8,39,1,0,0,0,1.0,1,14,0,0.0%,McPhZe00
580,Israel Mukuamu,DAL,23,S,15,3,1,10,7,70.0%,49,7.0,4.9,1,74.6,8.0,16,33,3,0,1,0.0,1,17,2,10.5%,MukuIs00
581,Joe Schobert,TEN,29,LB,6,1,0,6,6,100.0%,87,14.5,14.5,0,118.7,6.2,37,50,2,1,0,0.0,1,16,3,15.8%,SchoJo00
582,Jamien Sherwood,NYJ,22,LB,17,0,0,1,1,100.0%,5,5.0,5.0,0,87.5,0.0,0,5,0,0,0,0.5,1,16,0,0.0%,SherJa00
583,James Smith-Williams,WAS,25,DE,14,14,0,5,2,40.0%,8,4.0,1.6,0,47.9,-4.2,-10,18,7,1,14,3.0,18,23,3,11.5%,SmitJa08
584,Khyiris Tonga,MIN,26,DL,11,2,0,1,1,100.0%,1,1.0,1.0,0,79.2,-3.0,-3,4,0,2,1,0.5,4,28,3,9.7%,TongKh00
585,Zeke Turner,ARI,26,LB,15,1,0,10,8,80.0%,59,7.4,5.9,2,130.8,2.0,20,39,7,1,0,0.0,1,22,0,0.0%,TurnZe00
586,Rachad Wildgoose,WAS,22,CB,15,3,0,19,11,57.9%,97,8.8,5.1,0,71.6,5.1,30,67,2,0,0,0.0,0,16,2,11.1%,WildRa00
587,Brian Asamoah,MIN,22,LB,16,0,0,4,3,75.0%,44,14.7,11.0,0,110.4,7.0,24,20,6,1,0,0.0,1,17,3,15.0%,AsamBr00
588,Zack Baun,NOR,26,LB,13,1,0,1,1,100.0%,9,9.0,9.0,0,104.2,3.0,3,6,8,0,2,0.0,2,16,2,11.1%,BaunZa00
589,Terrel Bernard,BUF,23,LB,16,1,0,5,4,80.0%,35,8.8,7.0,0,95.8,3.2,17,18,3,0,0,0.0,0,22,0,0.0%,BernTe00
590,Thomas Booker,HOU,23,DL,10,1,0,3,2,66.7%,13,6.5,4.3,0,75.7,-3.3,-5,18,2,0,0,0.5,1,15,1,6.3%,BookTh00
591,Jonathan Bostic,WAS,31,LB,15,5,0,8,4,50.0%,67,16.8,8.4,0,78.6,3.6,8,59,8,0,0,0.0,0,25,2,7.4%,BostJo00
592,Taven Bryan,CLE,26,DT,16,16,0,1,1,100.0%,9,9.0,9.0,0,104.2,6.0,6,3,0,1,1,3.0,6,26,1,3.7%,BryaTa00
593,Sean Chandler,CAR,26,S,17,0,0,3,3,100.0%,35,11.7,11.7,1,154.9,4.7,14,21,0,0,0,0.0,0,19,0,0.0%,ChanSe00
594,Nick Cross,IND,21,S,16,2,0,2,2,100.0%,15,7.5,7.5,0,97.9,4.5,9,6,2,1,0,0.0,1,17,1,5.6%,CrosNi00
595,Mario Edwards,TEN,28,DE,13,7,0,0,0,,0,,,0,,,0,0,0,4,7,3.0,14,17,1,5.6%,EdwaMa01
596,Luke Gifford,DAL,27,LB,16,0,0,3,2,66.7%,15,7.5,5.0,0,78.5,0.3,2,13,0,0,0,0.0,0,17,0,0.0%,GiffLu00
597,Kevin Givens,SFO,25,DT,13,11,0,0,0,,0,,,0,,,0,0,0,1,1,2.0,4,20,2,9.1%,GiveKe01
598,Daxton Hill,CIN,22,S,15,2,0,8,7,87.5%,56,8.0,7.0,2,135.4,8.8,46,10,6,1,0,0.0,1,16,1,5.9%,HillDa04
599,Kurt Hinish,HOU,23,DL,15,3,0,2,1,50.0%,5,5.0,2.5,0,56.2,-3.0,-6,11,0,1,1,1.0,3,23,1,4.2%,HiniKu00
600,James Houston,DET,24,LB,7,2,0,0,0,,0,,,0,,,0,0,10,2,3,8.0,13,12,0,0.0%,HousJa01
601,Jaleel Johnson,2TM,28,,9,1,0,1,1,100.0%,4,4.0,4.0,0,83.3,-3.0,-3,7,0,0,1,1.0,2,15,0,0.0%,JohnJa09
602,Damontae Kazee,PIT,29,S,9,4,2,11,7,63.6%,79,11.3,7.2,0,45.5,8.5,35,44,2,0,0,0.0,0,20,0,0.0%,KazeDa00
603,A.J. Klein,3TM,31,,10,2,0,6,5,83.3%,18,3.6,3.0,0,79.2,-0.8,-4,22,3,0,0,0.0,0,16,1,5.9%,KleiAJ00
604,P.J. Locke,DEN,25,S,16,0,0,11,7,63.6%,44,6.3,4.0,0,71.8,4.2,6,38,2,0,0,0.0,0,22,1,4.3%,LockPJ00
605,James Lynch,MIN,23,DL,15,2,0,1,0,0.0%,0,,0.0,0,39.6,-1.0,0,0,0,0,0,0.0,0,20,1,4.8%,LyncJa00
606,Tanner Muse,SEA,26,LB,17,1,0,5,2,40.0%,17,8.5,3.4,0,49.6,5.6,5,12,0,0,0,0.0,0,16,0,0.0%,MuseTa00
607,Derrick Nnadi,KAN,26,DT,17,17,0,1,1,100.0%,8,8.0,8.0,0,100.0,2.0,2,6,3,1,0,0.0,1,25,3,10.7%,NnadDe00
608,Corey Peters,JAX,34,DL,12,3,0,1,1,100.0%,11,11.0,11.0,0,112.5,-9.0,-9,20,0,0,1,0.0,1,20,0,0.0%,PeteCo00
609,Isaac Rochell,2TM,27,,7,1,0,1,1,100.0%,6,6.0,6.0,0,91.7,3.0,3,3,1,0,2,0.0,2,12,0,0.0%,RochIs00
610,Tim Settle,BUF,25,DT,15,2,0,1,0,0.0%,0,,0.0,0,39.6,1.0,0,0,0,1,1,1.0,3,19,2,9.5%,SettTi00
611,Payton Turner,NOR,24,DE,8,0,0,2,2,100.0%,2,1.0,1.0,0,79.2,-3.5,-7,9,0,1,1,2.0,4,16,0,0.0%,TurnPa02
612,Eyioma Uwazurike,DEN,24,DL,8,0,0,0,0,,0,,,0,,,0,0,0,0,2,0.0,2,17,0,0.0%,UwazEy00
613,Tracy Walker,DET,27,S,3,3,0,4,1,25.0%,13,13.0,3.3,0,40.6,26.0,3,10,7,0,0,1.0,1,20,0,0.0%,WalkTr01
614,Jonah Williams,LAR,27,DT,16,6,0,0,0,,0,,,0,,,0,0,0,1,3,0.5,5,23,1,4.2%,WillJo16
615,Tony Adams,NYJ,23,S,11,1,0,4,3,75.0%,31,10.3,7.8,0,96.9,10.0,25,6,1,1,0,0.0,1,17,1,5.6%,AdamTo03
616,Essang Bassey,DEN,24,CB,14,0,0,18,12,66.7%,112,9.3,6.2,0,83.6,5.6,49,63,7,0,1,0.0,1,15,2,11.8%,BassEs01
617,Angelo Blackson,CHI,30,DL,15,4,0,0,0,,0,,,0,,,0,0,1,3,1,0.0,4,22,2,8.3%,BlacAn00
618,Zachary Carter,CIN,23,DT,16,9,0,0,0,,0,,,0,,,0,0,0,1,0,0.5,2,23,2,8.0%,CartZa00
619,Chris Claybrooks,JAX,25,CB,17,0,0,3,3,100.0%,34,11.3,11.3,0,113.9,7.3,22,12,0,0,0,0.0,0,13,0,0.0%,ClayCh02
620,Daniel Ekuale,NWE,28,DT,15,0,0,0,0,,0,,,0,,,0,0,0,6,0,2.0,8,14,4,22.2%,EkuaDa00
621,Breiden Fehoko,LAC,26,DL,9,3,0,1,1,100.0%,1,1.0,1.0,0,79.2,0.0,0,1,0,0,0,0.0,0,23,0,0.0%,FehoBr01
622,Dallis Flowers,IND,25,CB,13,1,0,8,4,50.0%,60,15.0,7.5,1,114.6,14.6,40,20,0,0,0,0.0,0,14,3,17.6%,FlowDa00
623,Zyon Gilbert,NYG,23,CB,3,1,0,8,7,87.5%,73,10.4,9.1,1,144.3,4.6,18,55,3,0,0,1.0,1,14,0,0.0%,GilbZy00
624,Adam Gotsis,JAX,30,DL,15,1,0,0,0,,0,,,0,,,0,0,1,2,6,1.5,10,19,0,0.0%,GotsAd00
625,Charles Harris,DET,27,DL,6,4,0,1,1,100.0%,15,15.0,15.0,1,158.3,14.0,14,1,2,1,2,1.0,4,14,0,0.0%,HarrCh03
626,Neville Hewitt,HOU,29,LB,14,0,0,2,2,100.0%,24,12.0,12.0,0,116.7,1.5,3,21,0,0,0,0.0,0,14,0,0.0%,HewiNe00
627,Trysten Hill,2TM,24,DT,13,0,0,0,0,,0,,,0,,,0,0,0,0,5,1.0,6,12,0,0.0%,HillTr00
628,Kerry Hyder,SFO,31,DE,16,1,0,1,1,100.0%,5,5.0,5.0,0,87.5,-4.0,-4,9,0,4,3,1.0,8,19,0,0.0%,HydeKe01
629,Harvey Langi,3TM,30,,7,2,0,8,6,75.0%,49,8.2,6.1,0,90.1,2.6,21,28,2,0,1,0.0,1,12,0,0.0%,LangHa00
630,Jonathan Ledbetter,ARI,25,DE,14,3,0,0,0,,0,,,0,,,0,0,1,0,1,1.0,2,22,0,0.0%,LedbJo01
631,Greg Mabin,TEN,28,CB,6,0,0,15,9,60.0%,133,14.8,8.9,0,89.0,15.5,115,18,0,0,0,0.0,0,13,0,0.0%,MabiGr00
632,Dean Marlowe,2TM,30,FS,12,2,0,7,6,85.7%,146,24.3,20.9,1,158.3,18.6,130,16,1,0,0,0.0,0,14,2,12.5%,MarlDe00
633,Verone McKinley,MIA,22,S,10,2,1,5,2,40.0%,32,16.0,6.4,0,22.5,7.6,24,8,7,1,1,0.0,2,16,2,11.1%,McKiVe00
634,Julian Okwara,DET,25,LB,10,2,0,8,5,62.5%,57,11.4,7.1,0,83.9,4.6,35,22,2,6,0,2.0,8,17,0,0.0%,OkwaJu00
635,AJ Parker,DET,24,CB,3,0,0,11,9,81.8%,150,16.7,13.6,1,149.1,12.8,95,55,0,0,0,0.0,0,11,0,0.0%,ParkAJ00
636,Will Parks,NYJ,28,S,14,3,0,6,4,66.7%,33,8.3,5.5,0,80.6,5.7,13,20,2,0,0,0.0,0,17,3,15.0%,ParkWi01
637,Josh Paschal,DET,23,DL,10,4,0,1,0,0.0%,0,,0.0,0,39.6,3.0,0,0,0,2,2,2.0,6,16,1,5.9%,PascJo00
638,Deadrin Senat,TAM,28,DT,12,0,0,0,0,,0,,,0,,,0,0,0,0,1,1.0,2,17,1,5.6%,SenaDe00
639,Brent Urban,BAL,31,DE,16,0,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,1,21,1,4.5%,UrbaBr00
640,Henry Anderson,CAR,31,DE,11,0,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-4.0,-4,2,0,2,1,0.0,3,18,1,5.3%,AndeHe00
641,Boogie Basham,BUF,25,DE,15,0,1,0,0,,0,,,0,,,0,0,2,6,3,2.0,11,19,1,5.0%,BashCa00
642,Percy Butler,WAS,22,S,15,0,0,6,3,50.0%,19,6.3,3.2,1,96.5,21.0,19,0,1,0,0,0.0,0,11,0,0.0%,ButlPe00
